mfn;numero_control;titulo;autores;responsabilidad;lugar;editorial;anio;isbn;descripcion_fisica;coleccion;idioma;temas;inventarios;ubicaciones;signaturas
1625;BNM001625;Cultura organizacional: gestión y comunicación;Ritter, Michael;Michael Ritter;Buenos Aires;La Crujia;2008;978-987-601-058-0;150 p.;Apero;español;ADMINISTRACION | ORGANIZACION | COMUNICACION | CULTURA | CAMBIO ORGANIZACIONAL | MANAGEMENT;3669;KAMSHEN;658 RIT
1626;BNM001626;Comunicación interna: recomendaciones y errores frecuentes;Brandolini, Alejandra | González Fríjoli, Martín | Hopkins, Natalia;Alejandra Brandolin;Buenos Aires;La Crujia;2008;978-987-601-57-3;128 p.;Apero;español;COMUNICACION | ORGANIZACION | CULTURA;3667;KAMSHEN;65 BRA
1627;BNM001627;Auditoría de comunicación: un método de análisis de las comunicaciones públicas;Amado Suárez, Adriana | Bongiovanni, Maximiliano | Bustos, María José | Etkin, María Eugania;, Adriana Amado Suárez, Maximiliano Bongiovanni, María José Bustos;Buenos Aires;La Crujia;2008;978-987-601-054-2;118 p. cuad., graf.;Apero;español;COMUNICACION | AUDITORIA | SOCIOLOGIA POLITICA | INSTITUCIONES | COMUNICACION PUBLICA;3668;KAMSHEN;007 AUD
1628;BNM001628;Organización y dirección de empresas hoteleras;Rodrígez Antón, José Miguel | Alonso Almeida, Ma. del Mar;José Miguel Rodrígez Antón , Ma. del Mar Alonso Almeida;Madrid;Síntesis;2006;978-84-975659-0-5;367 p.;Gestion Turística;español;HOTELERIA | ORGANIZACION | GESTION | EMPRESA HOTELERA | CONTROL | EMPRESA TURISTICA | TURISMO;3734;KAMSHEN;640.41 ROD
1629;BNM001629;De líder a líder: selección de artículos de la recvista de la Fundación Drucker;Hesselbein, Frances | Shrader, Alan;, compilado por Frances Hesselbein,  y Alan Shrader;Buenos Aires;Granica;2011;978-950-641-575-3;463 p.;;español;LIDERAZGO | ADMINISTRACION DE PERSONAL | RECURSOS HUMANOS | TRABAJO EN GRUPO | ADMINISTRACION DE RECURSOS HUMANOS | ADMINISTRACION Y ORGANIZACION;3733;KAMSHEN;658.3 LID
1630;BNM001630;Código penal de la República Argentina;Argentina | Parada, Ricardo Antonio;Argentina;Buenos Aires;Errepar;2007;978-987-01-0623-4;589 p.;;español;LEGISLACION | ARGENTINA | DERECHO PENAL | CODIGOS | DERECHO;3732;KAMSHEN;343.2 ARG
1631;BNM001631;Estructura del mercado turístico;Montaner Montejano, Jordi;Jordi Montaner Montejano;Madrid;Síntesis;2006;84-7738-130-5;397 p.;;español;TURISMO | MERCADO TURISTICO | AGENTE DE VIAJES | POLITICA LOCAL | PSICOLOGIA DEL TURISTA | SOCIOLOGIA DEL TURISMO | HISTORIA DEL TURISMO | ECONOMIA DE TURISMO | EMPRESA TURISTICA | ALOJAMIENTO | RESTAURACION | GASTRONOMIA | TRANSPORTE | SERVICIOS TURISTICOS | MARKETING TURISTICO | INVESTIGACION CIENTIFICA | ESPANA;3735;KAMSHEN;640.41 MON
1632;BNM001632;Celdas: textos de presos de la cárcel de Ushuaia (1886-1947). Cartas, relatos inscripciones en muros, ensayos, poemas, diarios personales.;Lazzaroni, Alicia;, selección de Alicia Lazzaroni;Ushuaia;Utopías;2009;978-987-1529-14-8;130 p.;Del presidio;español;HISTORIA FUEGUINA | POESIA | CARTA | DIARIOS | LITERATURA DE TIERRA DEL FUEGO | USHUAIA | TIERRA DEL FUEGO | CARCEL DE REINCIDENTES | LITERATURA;3662;KAMSHEN;(828.9)82-82 CEL
1633;BNM001633;Introducción a al filosofía antigua;Armstrong, A.H | Fayard,Carlos;A.H. Armstrong , traducido por Fayard,Carlos;Buenos Aires;EUDEBA;2007;978-950-23-1587-4;399 p.;Lectores;español;FILOSOFIA | FILOSOFIAS DE LA ANTIGUEDAD;3738;KAMSHEN;1 ARM
1634;BNM001634;Diccionario de filosofía;González García, Juan Carlos;Juan Carlos González García;Buenos Aires;Edaf;2004;84-414-0790-8;415 p.;Biblioteca Edaf;español;FILOSOFIA | DICCIONARIOS;3737;KAMSHEN;(038)101 GON
1635;BNM001635;Cuerpo humano;Parker, Steve | Winston, Robert;Steve Parker , presentación de Robert Winston;Santiago de Chile;Cosar;2007;978-956-8343-32-7;256 p. il.. grafs.;;español;ANATOMIA | CUERPO HUMANO | MEDICINA Y SALUD;3739;KAMSHEN;R 611 PAR
1636;BNM001636;Cambios, creatividad e innovación: desafíos y respuestas;Ordóñez, Rubén;Rubén Ordóñez;Buenos Aires;Granica;2010;978-950-641-571-6;295 P.;Management;español;RECURSOS HUMANOS | EMPRESA | INNOVACIONES | ADMINISTRACION | ORGANIZACION | ADMINISTRACION Y ORGANIZACION;3736;KAMSHEN;65.016.7 ORD
1637;BNM001637;Para leer al pato donald: comunicación de masas y colonialismo;Dorfman, Ariel | Mattelart, Armand;Ariel Dorfman , Armand Mattelart;Buenos Aires;Siglo XXI;2009;978-987-629-073-9;179 p.;Biblioteca clásica de Siglo XXI;español;COMUNICACION DE MASAS | COLONIALISMO | CONOCIMIENTO | PODER | LIBERTAD DE OPINION | CIENCIAS SOCIALES Y HUMANAS | CIENCIA POLITICA | CULTURA;3742;KAMSHEN;316.77 DOR
1638;BNM001638;El peronismo después del peronimo: resistencia, sindicalismo y políticaluego del 55;Melon Pirro, Julio César;Julio Cèsar Melon Pirro;Buenos Aires;Siglo XXI;2009;978-987-629-091-3;281 p.;Historia y cultura:el pasado presente;español;HISTORIA ARGENTINA | HISTORIA CONTEMPORANEA | PERON. 1952-55 | PERON. 1973-74 | SINDICALISMO | TERRORISMO | ARGENTINA | PERONISMO | HISTORIA;3653;KAMSHEN;94(82) MEL
1639;BNM001639;Los héroes que conocí;Giorgi, Roberto;Roberto Giorgi;Buenos Aires;Dunken;2011;978-987-02-4956-6;134 p.;;español;HISTORIA ARGENTINA | HISTORIA DE TIERRA DEL FUEGO | GUERRA DE MALVINAS | HISTORIA;3743;KAMSHEN;(828.9)94 GIO
1640;BNM001640;El nuevo escenario laboral latinoamericano: regulación, protección y políticas activas en los mercados de trabajo;Weller, Jüngen;, editado por Jüngen Weller;Buenos Aires;Siglo XXI;2009;978-987-629-087-6;318 p.;;español;AMERICA LATINA | MERCADO DE TRABAJO | RELACIONES LABORALES | DESEMPLEO | EMPLEO | CONTRATOS | CALIDAD | SEGURIDAD LABORAL | ECONOMIA;3649;KAMSHEN;338 WEL
1641;BNM001641;Cómo elaborar reportajes en radio;Herrera Damas, Susana;Susana Herrera Damas;Buenos Aires;La Crujia;2008;978-987-601-061-0;268 p.;Inclusiones, Herramientas;español;COMUNICACION | MEDIOS DE COMUNICACION | RADIO | RADIODIFUSION | REPORTAJE;3670;KAMSHEN;007 HER
1643;BNM001643;La des/comunicación y sus Re/medios;Pfänder, Stefan | Wagner, Jörg | Bucher, Juliane | Ehmer, Olivier;Stefan Pfänder ,  y Jörg Wagner, Juliane Bucher,  y Olivier Ehmer;Buenos Aires;La Crujia;2008;978-987-601-065-8;175 p.;Herramientas;español;COMUNICACION DE MASAS | TECNOLOGIA | INFORMACION | CULTURA DE MASAS | COMUNICACION;3679;KAMSHEN;007 PFA
1644;BNM001644;Política y medios: en la era de la información;Menéndez, María Cristina;María Cristina Menéndez;Buenos Aires;La Crujia;2009;978-987-601-073-3;198 p.;Inclusiones;español;TEORIA DE LA COMUNICACION | POLITICA | OPINION PUBLICA | MEDIOS DE COMUNICACION | LIBERTAD DE OPINION | COMUNICACION DE MASAS | CIENCIA POLITICA | COMUNICACION;3678;KAMSHEN;007:316 MEN
1645;BNM001645;Economía;Maas, Pablo Luis | Castillo, Jose Ernesto;Pablo Luis Maas , Jose Ernesto Castillo;Buenos Aires;Aique;2007;978-950-701-859-6;224 p.;;español;ECONOMIA | SISTEMA ECONOMICO | EMPRESA | MERCADO | OFERTA Y DEMANDA | COMPETITIVIDAD | POLITICA FISCAL | MACROECONOMIA;5271;KAMSHEN;33 MAA
1646;BNM001646;Monte Susana: historia del tren de los presos de Ushuaia;Lazzaroni, Alicia;Alicia Lazzaroni;Ushuaia;Utopías;2007;978-987-23221-7-5;124 p.;Del presidio;español;HISTORIA | HISTORIA ARGENTINA | HISTORIA DE TIERRA DEL FUEGO | USHUAIA | CARCEL DE REINCIDENTES;3661;KAMSHEN;(828.9)94 LAZ
1647;BNM001647;Notting Hill;Curtis, Richard;Richard Curtis;Harlow;Pearson Education Limited;2005;1-405-80203-0;58 p.;;inglés;;3748;KAMSHEN;821.111 CUR
1648;BNM001648;Navegantes, presos y pioneros en la Tierra del Fuego;Canclini, Arnoldo;Arnoldo Canclini;Buenos Aires;Dunken;2007;978-987-02-2552-2;242 p. il.,fot.;;español;HISTORIA FUEGUINA | HISTORIA SOCIAL | HISTORIA POLITICA | HISTORIA ECONOMICA | TIERRA DEL FUEGO | HISTORIA;3710;KAMSHEN;94(829.0) CAN
1649;BNM001649;La politica publica de salud y derechos sexuales y reproductivos en la Argentina: aportes para comprender su historia;Petracci, Monica | Ramos, Silvina;, compilado por Monica Petracci,  y Silvina Ramos;Buenos Aires;CEDES;2006;987-21844-5-3;260 p.;;español;DERECHOS | DERECHOS HUMANOS | POLITICA | DERECHO A LA SALUD | POLITICA PUBLICA | DERECHOS SEXUALES | DERECHOS REPRODUCTIVOS | DERECHO;005425 | 006136;KAMSHEN;342.7 POL | 342.7 POL
1650;BNM001650;Sur: historia de la última expediciónde Shackleton 1914-1917;Shackleton, Ernest;Ernest Shackleton;Ushuaia;Südpol;2011;978-987-24524-9-0;424 p. fot.;;español;LITERATURA | VIAJES | BIOGRAFIAS | ANTARTIDA | CRONICAS;3712;KAMSHEN;(828.9)82-94 SHA
1651;BNM001651;Tras las rejas: historia de la temible cárcel del fin del mundo;Canclini, Arnoldo;Arnoldo Canclini;Buenos Aires;Dunken;2008;978-987-02-2961-2;128 p.;;español;HISTORIA ARGENTINA | HISTORIA FUEGUINA | USHUAIA | CARCEL DE REINCIDENTES | HISTORIA;3708;KAMSHEN;(828.9)94 CAN
1652;BNM001652;Nuevo tratado medico: Tomo IV;Hammerly, Marcelo;Marcelo Hammerly;Buenos Aires;Sudamericana;1970;s/n;T 4, 1498-1958 p.;;español;MEDICINA | SALUD | ENFERMEDADES | ANATOMIA | FISIOLOGIA | SINTOMAS | TRATAMIENTO | CUERPO HUMANO | SISTEMAS | MEDICINA Y SALUD;3896;KAMSHEN;616 HAM
1653;BNM001653;Antártida: introducción a un continente remoto;Sánchez, Rodolfo A;Rodolfo A. Sánchez;Buenos Aires;Albatros;2007;978-950-24-1211-5;256 p. cuad., map.,fot., graf.;;español;ANTARTIDA | GEOGRAFIA | GEOLOGIA | FAUNA | AVES | HISTORIA | GEOGRAFIA HUMANA | TURISMO | CLIMA | PROTECCION DEL MEDIO AMBIENTE | ACUERDOS INTERNACIONALES | TRATADO ANTARTICO | TIERRA DEL FUEGO;3715;KAMSHEN;(828.9)913 SAN
1654;BNM001654;Flora del archipiélago fueguino y Patagonia;Devereux, Evelyn;Evelyn Devereux;Buenos Aires;[El autor];2006;;159 p. fot., graf.;;español;BOTANICA | FLORA | TIERRA DEL FUEGO | FITOGEOGRAFIA;3665;KAMSHEN;(828.9)581.9 DEV
1655;BNM001655;Aves de Tierra del Fuego y Cabo de Hornos: guía de campo;Clark, Ricardo;Ricardo Clark;Buenos Aires;L.O.L.A.;1986;950-9725-00-5;294 p. il., map.;;español;AVES | FAUNA | ZOOLOGIA | TIERRA DEL FUEGO | CABO DE HORNOS | BIOLOGIA;003706 | 004770;KAMSHEN;(828.9)568.2 CLA | (828.9)568.2 CLA
1656;BNM001656;Fauna del Canal Beagle;Anselmino, Sergio;Sergio Anselmino;Córdoba;El Emporio Ediciones;2007;978-987-1268-31-3;112 p. fot.;;español;FAUNA | ZOOLOGIA | TIERRA DEL FUEGO | CANAL BEAGLE | CIENCIA;3664;KAMSHEN;(829.0)591.9 ANS
1657;BNM001657;Fauna de Tierra del Fuego;Anselmino, Sergio;Sergio Anselmino;Córdoba;El Emporio Ediciones;2007;978-987-1268-32-0;112 p. fot.;;español;FAUNA | ZOOLOGIA | TIERRA DEL FUEGO | CIENCIA;3663;KAMSHEN;(829.0)591.9 ANS
1658;BNM001658;Guía de aves y mamíferos de la costa patagónica;Harris, Guillermo | Conway, William;Guillermo Harris , con prólogo de William Conway;Buenos Aires;El Ateneo;2008;978-950-02-3089-6;281 p. il., map.;;español;FAUNA | AVES | GUIA | PATAGONIA | MAMIFEROS | ZOOLOGIA;3719;KAMSHEN;(828.9)591.9 HAR
1659;BNM001659;Pantas.Plants Patagonioa;Barthelemy, Daniel | Brion, Cecilia | Puntieri, Javier;Daniel Barthelemy , Cecilia Brion, Javier Puntieri;Buenos Aires;Vazquez Mazzini Editores;2008;978-987-9132-17-3;239 p. fot.;;español;BOTANICA | FLORA | CLIMA | PATAGONIA;3716;KAMSHEN;(828.9)581.9 BAR
1660;BNM001660;El desafío de certificar: La ISO 9001:2000 su aplicación en Bibliotecas y otras Organizaciones de Servicio;Texidor, Silvia;Silvia Texidor;Rosario;Nuevo Parhadigma;2009;978-987-9355-90-9;178 p.;;español;CALIDAD | BIBLIOTECOLOGIA | ORGANIZACION | NORMALIZACION | DOCUMENTOS | NORMAS ISO | UNIDADES DE INFROMACION | ADMINISTRACION Y ORGANIZACION;3658;KAMSHEN;02 TEX
1661;BNM001661;El cambio del comportamiento en el trabajo;Lazzati, Santiago;Santiago Lazzati;Buenos Aires;Granica;2008;978-950-614-541-9;413 p.;;español;ADMINISTRACION | LIDERAZGO | RELACIONES LABORALES | COMUNICACION | GERENTES | TRABAJO EN GRUPO | ORGANIZACION | COMPORTAMIENTO | ADMINISTRACION Y ORGANIZACION;3762;KAMSHEN;658.3 LAZ
1662;BNM001662;De resultados en el Estado: un enfoque al ciudadano;Las Heras, José María;José María Las Heras;Buenos Aires;Osmar D. Buyatti;2009;978-987-1577-12-5;282 p.;;español;ADMINISTRACION | ADMINISTRACION PUBLICA | ESTADO | ORGANIZACION PUBLICA | PLANIFICACION ESTRATEGICA | ESTADOS FINANCIEROS | AHORROS | INVERSIONES | FINANCIAMIENTO | TEORIA POLITICA | POLITICA;3693;KAMSHEN;321:35 LAS
1663;BNM001663;Indios fueguinos: vida, costumbres e historia;Canclini, Arnoldo;Arnoldo Canclini;Buenos Aires;Dunken;2009;978-987-02-3597-2;134 p.;;español;HISTORIA FUEGUINA | ABORIGENES FUEGUINOS | TIERRA DEL FUEGO | HISTORIA;3711;KAMSHEN;(829.0)94 CAN
1664;BNM001664;Diario íntimo de una almeja fueguina: Relatos de vida y de muerte;Gordillo, Sandra;Sandra Gordillo;Ushuaia;Utopías;2011;978-987-1529-544;176 p. il.;;español;ALMEJAS | MOLUSCOS FUEGUINOS | CIENCIAS NATURALES | HISTORIA NATURAL | BIODIVERSIDAD MARINA | TIERRA DEL FUEGO | BIOLOGIA;3764;KAMSHEN;(828.9)57 GOR
1665;BNM001665;"Una Pasión Inagotable Colegio ""José Martí"": A más de 50 años de su creación (1953-2003)";García, José Francisco;José Francisco García;Ushuaia;Utopías;2011;978-987-1529-58-2;333 p.;;español;TIERRA DEL FUEGO | EDUCACION | TESTIMONIOS;3763;KAMSHEN;(828.9)37.014.15 GAR
1666;BNM001666;Viaje hasta el km 3003;González, Fabián;Fabián González;Ushuaia;Utopías;2011;978-987-1529-56-8;120 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;3765;KAMSHEN;(828.9)82-31 GON
1667;BNM001667;Pulgar´08: Primer Concurso de Cuentos Cortos por SMS. Los SMS en la cultura;Oróz, Mario | Torres, Damián | Del Corro, Bibiana | Crespo, Rodrigo;, Mario Oróz,  y Damián Torres,  y Bibiana Del Corro;Ushuaia;Editora Cultural Tierra del Fuego;2011;978-987-52503-6-3;68 p. il.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | ANTOLOGIA | CUENTOS CORTOS;3766;KAMSHEN;(828.9)82-82 PUL
1668;BNM001668;Historia integral de la Argentina: La independencia y sus conflictos;Luna, Félix;Félix Luna;Buenos Aires;Booket;2009;978-987-580-324-4;328 p. fot.;;español;INDEPENDENCIAS DEL RIO DE LA PLATA | HISTORIA POLITICA ARGENTINA | FEDERALISMO ARGENTINO | FEDERALISMO | INVASIONES INGLESAS | ESPANA | REVOLUCION DE MAYO | HISTORIA ARGENTINA | LINIERS, SANTIAGO DE | HISTORIA;3756;KAMSHEN;94(82) LUN
1669;BNM001669;El juguete rabioso;Arlt, Roberto;Roberto Arlt;Buenos Aires;Losada;2009;978-950-03-0605-8;192 p.;Clásicos Losada;español;LITERATURA ARGENTINA | NARRATIVA ARGENTINA | NOVELAS | LITERATURA;003755 | 005016;KAMSHEN;82-31(82) ARL | 82-31(82) ARL
1670;BNM001670;Memoria y olvido: Nómadas canoeros en el país Yámana;Alonso, Diana | Piana, Ernesto Luis;Diana Alonso;Buenos Aires;Bouquet Editores;2009;978-987-1585-02-1;368 p. il.;;español;LITERATURA ARGENTINA | LITERATURA DE TIERRA DEL FUEGO | NARRATIVA ARGENTINA | ABORIGENES FUEGUINOS | YAMANA | HISTORIA POLITICA | ABORIGENES ARGENTINOS | HISTORIA FUEGUINA | LITERATURA;003757 | 004964;KAMSHEN;(828.9)82-31 ALO | (828.9)82-31 ALO
1671;BNM001671;Fundamentos de Economía;Krugman, Paul | Wells, Robin | Olney, Martha L | Gotzone Pérez, Apilanez;Paul Krugman , Robin Wells,  y Martha L. Olney,  y Apilanez Gotzone Pérez;Barcelona;Reverté;2008;978-84-291-2633-4;XXX, 473 p. il.;;español;ECONOMIA | OFERTA Y DEMANDA | MERCADO | COMERCIO | ELASTICIDAD | CONSUMIDORES | MONOPOLIO | OLIGOPOLIOS | COMERCIO INTERNACIONAL | MACROECONOMIA | POLITICA FISCAL | DINERO | POLITICA MONERATIA | BANCOS CENTRALES | EFICIENCIA | EQUIDAD SOCIAL;3768;KAMSHEN;330 KRU
1672;BNM001672;A la deriva y otros cuentos;Quiroga, Horacio;Horacio Quiroga;Buenos Aires;Pictus;2008;978-987-24387-5-3;96 p.;Lectosfera;español;LITERATURA | LITERATURA URUGUAYA | LITERATURA INFANTIL Y JUVENIL | CUENTOS;3769;KAMSHEN;82-34(899) QUI
1673;BNM001673;Quemador de biomasa;Pizzarro, Sergio | Kirschenbaum, Juan Manuel;Sergio Pizzarro , coordinado por Juan Manuel Kirschenbaum;Buenos Aires;Ministerio de Educación, Ciencia y Tecnología de la Nación.;2005;950-00-0498-4;128 p.;Recursos Didácticos;español;BIOMASA | ENERGIA DE LA BIOMASA | ENERGIA | CARBON | IGNICION | FORMACION PROFESIONAL | TERMODINAMICA | QUIMICA | COMBUSTIBLES;2146;KAMSHEN;54 PIZ
1674;BNM001674;Los ojos de la iguana;Vaccarini, Franco | Dedé, María Laura;Franco Vaccarini , con ilustraciones de María Laura Dedé;Buenos Aires;Amauta;2009;978-987-23810-5-9;112 p. il.;;español;LITERATURA | LITERATURA ARGENTINA | LITERATURA INFANTIL Y JUVENIL | NOVELAS;3746;KAMSHEN;82-31(82) VAC
1675;BNM001675;Yeso tango;Bernardello, Niní | Bernard, Jorge | Zilberberg, Susana Carolina;Niní Bernardello , con ilustraciones de Jorge Bernard,  y Susana Carolina Zilberberg;Ushuaia;Utopías;2011;978-987-1529-78-0;64 p. il.;;español;POESIA | POESIA ARGENTINA | LITERATURA ARGENTINA | LITERATURA DE TIERRA DEL FUEGO | LITERATURA - POESIA;003773 | 003909;KAMSHEN;(828.9)82-1 BER | (828.9)82-1 BER
1676;BNM001676;Diccionario Bilingüe Plus: Español-Inglés. English-Spanish;;;México;Larousse;2011;978-2-03-541020-7;767 p.;;español;DICCIONARIOS | LENGUA INGLESA | REFERENCIA;3760;KAMSHEN;(038)=111 LAR
1677;BNM001677;En la colina dorada;Vanella, Fabián A;Fabián A. Vanella;Ushuaia;Utopías;2011;978-987-1529-72-8;216 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;3772;KAMSHEN;(828.9)82-31 VAN
1678;BNM001678;La gran aldea;López, Lucio V | Wernicke, María | Lesser, Ricardo;Lucio V. López , con ilustraciones de María Wernicke;Buenos Aires;Longseller;2007;978-987-550688-6;208 p. il.;Clásicos Elegidos;español;LITERATURA | LITERATURA ARGENTINA | NOVELAS | COSTUMBRES Y TRADICIONES | COSTUMBRISMO | NOVELA SOCIAL;3761;KAMSHEN;82-31(82) LOP
1679;BNM001679;Planta potabilizadora;Alegría, Mónica | Kirschenbaum, Juan Manuel;Mónica Alegría , coordinado por Juan Manuel Kirschenbaum;Buenos Aires;Ministerio de Educación, Ciencia y Tecnología de la Nación.;2005;950-00-0501-8;116 p.;Recursos Didácticos;español;AGUA | FORMACION PROFESIONAL | PROYECTOS CURRICULARES | CONTENIDOS CURRICULARES | CAPACITACION DOCENTE | EDUCACION;2136;KAMSHEN;628.1.033 ALE
1680;BNM001680;Los de abajo: Novela de la Revolución Mexicana;Azuela, Mariano;Mariano Azuela;México;FCE;1960;978-968-16-0320--5;143  p.;Colección Popular;español;LITERATURA | LITERATURA MEXICANA | NOVELAS;3776;KAMSHEN;82-31(72) AZU
1681;BNM001681;Aprendizaje y organización: una lectura educativa de toerías de la organización;Gore, Ernesto | Dunlap,Diane;Ernesto Gore , Dunlap,Diane;Buenos Aires;Granica;2005;950-641-475-4;176 p.;;español;ADMINISTRACION | RECURSOS HUMANOS | ADMINISTRACION EDUCATIVA | FORMACION PROFESIONAL | ORGANIZACION | APRENDIZAJE | CAPACITACION | ADMINISTRACION Y ORGANIZACION;3752;KAMSHEN;65.01 GOR
1682;BNM001682;Diseño organizativo: estructura y procesos;Gilli, Juan José;, coordinado por Juan José Gilli;Buenos Aires;Granica;2011;978-950-641-541-5;360 p.;;español;ADMINISTRACION | ORGANIZACION | ESTRUCTURA ORGANIZACIONAL | SISTEMAS OPERATIVOS | ESTRATEGIA ORGANIZACIONAL | ADMINISTRACION Y ORGANIZACION;3754;KAMSHEN;658 DIS
1683;BNM001683;Comunicación estratégica: la opinión pública y el preceso comunicacional;Scheinsohn, Daniel;Daniel Scheinsohn;Buenos Aires;Granica;2009;978-950-641-539-6;136 p.;;español;COMUNICACION | EMPRESAS | MARCAS | TEORIA DE LA COMUNICACION | IDENTIDADES | ESTRATEGIA ORGANIZACIONAL | IMAGEN CORPORATIVA | ADMINISTRACION Y ORGANIZACION;3749;KAMSHEN;658 SCH
1684;BNM001684;Diccionario económico, comercial y financiero: English-Spanish - Español-Inglés;;;México;Larousse;2001;970-22-0216-7;569 p.;;español;DICCIONARIOS | LENGUA INGLESA | REFERENCIA | ECONOMIA;3759;KAMSHEN;(038)=111+33 LAR
1685;BNM001685;Estudios psiquiátricos;Ey, Henri;Henri Ey;Buenos Aires;Polemos;2006;978-987-9165-98-0;LXXVIII, 578p.;Clásicos de la psiquiatría;español;PSIQUIATRIA | ENFERMEDADES | DEPRESION | PSICOANALISIS | TRASTORNOS EMOCIONALES | ENFERMERIA | ENFERMEDADES MENTALES | PSICOPATOLOGIA | MEGALOMANIA | CELOS MORBIDOS | HIPOCONDRIA | NEGACIONES | DELIRIOS | ANSIEDAD | SUICIDIO | PERVERSIDAD | PERVERSIONES | EXHIBICIONISMO | IMPULSIONES | CATATONIA | TEORIA MECANICISTA | MEDICINA Y SALUD;3779;KAMSHEN;616.89 EY
1686;BNM001686;Servicios Públicos: Control y protección;Cicero, Nidia Karina | Gordillo, Agustin;Nidia Karina Cicero , con prólogo de Agustin Gordillo;Buenos Aires;Ediciones Ciudad Argentina;1996;950-9385-50-6;371 p.;;español;PRIVATIZACION | SERVICIOS PUBLICOS | ORGANISMOS DE CONTROL | DERECHO PUBLICO | DERECHO ADMINISTRATIVO | EMPRESAS ESTATALES | GAS DEL ESTADO | EMPRESA NACIONAL DE TELECOMUNICACIONES | USUARIOS, PROTECCION A LOS | LEY 24.065 | LEY 24.076 | DECRETO 714/92 | DECRETO 1420/92 | DECRETO 1674/93 | DECRETO 999/92 | RESOLUCION ETOSS 32/94 | DECRETO 2255/92 | DERECHO;3791;KAMSHEN;342 CIC
1687;BNM001687;El Príncipe;Maquiavelo, Nicolás | Lesser, Ricardo | Alarcón, Mario;Nicolás Maquiavelo , con prólogo de Ricardo Lesser,  y Mario Alarcón;Buenos Aires;Longseller;2011;978-987-550-972-6;144 p.;Clásicos elegidos;español;CIENCIA POLITICA | HISTORIA POLITICA | ESTADO | IGLESIA | GOBIERNO | POLITICA | TEORIA POLITICA | FILOSOFIA POLITICA | IDEOLOGIAS POLITICAS | SISTEMAS POLITICOS | MONARQUIA | LIDERAZGO POLITICO | PODER POLITICO | PODERES DEL ESTADO | RENACIMIENTO | POLITICA MILITAR;3792;KAMSHEN;32 MAQ
1688;BNM001688;Estudios psiquiátricos;Ey, Henri;Henri Ey;Buenos Aires;Polemos;2006;978-987-649-002-3;821p., LIV;Clásicos de la psiquiatría;español;PSIQUIATRIA | ENFERMEDADES | SALUD MENTAL | DIAGNOSTICO | TRASTORNOS EMOCIONALES | ENFERMERIA | ENFERMEDADES MENTALES | PSICOSIS | MANIA | MELANCOLIA | DELIRIO | EPILEPSIA | MEDICINA Y SALUD;3780;KAMSHEN;616.39 EY
